iter	RMSE
618	330.3660495
619	330.3660495
620	330.3660495
621	330.3660495
622	330.3660495
623	330.3660495
624	330.3660495
625	330.3660495
626	330.3660495
627	330.3660495
628	330.3660495
629	330.3660495
630	330.3660495
631	330.3660495
632	330.3660495
633	330.3660495
634	330.3660495
635	330.3660495
636	330.3660495
637	330.3660495
638	330.3660495
639	330.3660495
640	330.3660495
641	330.3660495
642	330.3660495
643	330.3660495
644	330.3660495
645	330.3660495
646	330.3660495
647	330.3660495
648	330.3660495
649	330.3660495
650	330.3660495
651	330.3660495
652	330.3660495
653	330.3660495
654	330.3660495
655	330.3660495
656	330.3660495
657	330.3660495
658	330.3660495
659	330.3660495
660	330.3660495
661	330.3660495
662	330.3660495
663	330.3660495
664	330.3660495
665	330.3660495
666	330.3660495
667	330.3660495
668	330.3660495
669	330.3660495
670	330.3660495
671	330.3660495
672	330.3660495
673	330.3660495
674	330.3660495
675	330.3660495
676	330.3660495
677	330.3660495
678	330.3660495
679	330.3660495
680	330.3660495
681	330.3660495
682	330.3660495
683	330.3660495
684	330.3660495
685	330.3660495
686	330.3660495
687	330.3660495
688	330.3660495
689	330.3660495
690	330.3660495
691	330.3660495
692	330.3660495
693	330.3660495
694	330.3660495
695	330.3660495
696	330.3660495
697	330.3660495
698	330.3660495
699	330.3660495
700	330.3660495
701	330.3660495
702	330.3660495
703	330.3660495
704	330.3660495
705	330.3660495
706	330.3660495
707	330.3660495
708	330.3660495
709	330.3660495
710	330.3660495
711	330.3660495
712	330.3660495
713	330.3660495
714	330.3660495
715	330.3660495
716	330.3660495
717	330.3660495
718	330.3660495
719	330.3660495
720	330.3660495
721	330.3660495
722	330.3660495
723	330.3660495
724	330.3660495
725	330.3660495
726	330.3660495
727	330.3660495
728	330.3660495
729	330.3660495
730	330.3660495
731	330.3660495
732	330.3660495
733	330.3660495
734	330.3660495
735	330.3660495
736	330.3660495
737	330.3660495
738	330.3660495
739	330.3660495
740	330.3660495
741	330.3660495
742	330.3660495
743	330.3660495
744	330.3660495
745	330.3660495
746	330.3660495
747	330.3660495
748	330.3660495
749	330.3660495
750	330.3660495
751	330.3660495
752	330.3660495
753	330.3660495
754	330.3660495
755	330.3660495
756	330.3660495
757	330.3660495
758	330.3660495
759	330.3660495
760	330.3660495
761	330.3660495
762	330.3660495
763	330.3660495
764	330.3660495
765	330.3660495
766	330.3660495
767	330.3660495
768	330.3660495
769	330.3660495
770	330.3660495
771	330.3660495
772	330.3660495
773	330.3660495
774	330.3660495
775	330.3660495
776	330.3660495
777	330.3660495
778	330.3660495
779	330.3660495
780	330.3660495
781	330.3660495
782	330.3660495
783	330.3660495
784	330.3660495
785	330.3660495
786	330.3660495
787	330.3660495
788	330.3660495
789	330.3660495
790	330.3660495
791	330.3660495
792	330.3660495
793	330.3660495
794	330.3660495
795	330.3660495
796	330.3660495
797	330.3660495
798	330.3660495
799	330.3660495
800	330.3660495
801	330.3660495
802	330.3660495
803	330.3660495
804	330.3660495
805	330.3660495
806	330.3660495
807	330.3660495
808	330.3660495
809	330.3660495
810	330.3660495
811	330.3660495
812	330.3660495
813	330.3660495
814	330.3660495
815	330.3660495
816	330.3660495
817	330.3660495
818	330.3660495
819	330.3660495
820	330.3660495
821	330.3660495
822	330.3660495
823	330.3660495
824	330.3660495
825	330.3660495
826	330.3660495
827	330.3660495
828	330.3660495
829	330.3660495
830	330.3660495
831	330.3660495
832	330.3660495
833	330.3660495
834	330.3660495
835	330.3660495
836	330.3660495
837	330.3660495
838	330.3660495
839	330.3660495
840	330.3660495
841	330.3660495
842	330.3660495
843	330.3660495
844	330.3660495
845	330.3660495
846	330.3660495
847	330.3660495
848	330.3660495
849	330.3660495
850	330.3660495
851	330.3660495
852	330.3660495
853	330.3660495
854	330.3660495
855	330.3660495
856	330.3660495
857	330.3660495
858	330.3660495
859	330.3660495
860	330.3660495
861	330.3660495
862	330.3660495
863	330.3660495
864	330.3660495
865	330.3660495
866	330.3660495
867	330.3660495
868	330.3660495
869	330.3660495
870	330.3660495
871	330.3660495
872	330.3660495
873	330.3660495
874	330.3660495
875	330.3660495
876	330.3660495
877	330.3660495
878	330.3660495
879	330.3660495
880	330.3660495
881	330.3660495
882	330.3660495
883	330.3660495
884	330.3660495
885	330.3660495
886	330.3660495
887	330.3660495
888	330.3660495
889	330.3660495
890	330.3660495
891	330.3660495
892	330.3660495
893	330.3660495
894	330.3660495
895	330.3660495
896	330.3660495
897	330.3660495
898	330.3660495
899	330.3660495
900	330.3660495
901	330.3660495
902	330.3660495
903	330.3660495
904	330.3660495
905	330.3660495
906	330.3660495
907	330.3660495
908	330.3660495
909	330.3660495
910	330.3660495
911	330.3660495
912	330.3660495
913	330.3660495
914	330.3660495
915	330.3660495
916	330.3660495
917	330.3660495
918	330.3660495
919	330.3660495
920	330.3660495
921	330.3660495
922	330.3660495
923	330.3660495
924	330.3660495
925	330.3660495
926	330.3660495
927	330.3660495
928	330.3660495
929	330.3660495
930	330.3660495
931	330.3660495
932	330.3660495
933	330.3660495
934	330.3660495
935	330.3660495
936	330.3660495
937	330.3660495
938	330.3660495
939	330.3660495
940	330.3660495
941	330.3660495
942	330.3660495
943	330.3660495
944	330.3660495
945	330.3660495
946	330.3660495
947	330.3660495
948	330.3660495
949	330.3660495
950	330.3660495
951	330.3660495
952	330.3660495
953	330.3660495
954	330.3660495
955	330.3660495
956	330.3660495
957	330.3660495
958	330.3660495
959	330.3660495
960	330.3660495
961	330.3660495
962	330.3660495
963	330.3660495
964	330.3660495
965	330.3660495
966	330.3660495
967	330.3660495
968	330.3660495
969	330.3660495
970	330.3660495
971	330.3660495
972	330.3660495
973	330.3660495
974	330.3660495
975	330.3660495
976	330.3660495
977	330.3660495
978	330.3660495
979	330.3660495
980	330.3660495
981	330.3660495
982	330.3660495
983	330.3660495
984	330.3660495
985	330.3660495
986	330.3660495
987	330.3660495
988	330.3660495
989	330.3660495
990	330.3660495
991	330.3660495
992	330.3660495
993	330.3660495
994	330.3660495
995	330.3660495
996	330.3660495
997	330.3660495
998	330.3660495
999	330.3660495
1000	330.3660495
1001	330.3660495
1002	330.3660495
1003	330.3660495
1004	330.3660495
1005	330.3660495
1006	330.3660495
1007	330.3660495
1008	330.3660495
1009	330.3660495
1010	330.3660495
1011	330.3660495
1012	330.3660495
1013	330.3660495
1014	330.3660495
1015	330.3660495
1016	330.3660495
1017	330.3660495
1018	330.3660495
1019	330.3660495
1020	330.3660495
1021	330.3660495
1022	330.3660495
1023	330.3660495
1024	330.3660495
1025	330.3660495
1026	330.3660495
1027	330.3660495
1028	330.3660495
1029	330.3660495
1030	330.3660495
1031	330.3660495
1032	330.3660495
1033	330.3660495
1034	330.3660495
1035	330.3660495
1036	330.3660495
1037	330.3660495
1038	330.3660495
1039	330.3660495
1040	330.3660495
1041	330.3660495
1042	330.3660495
1043	330.3660495
1044	330.3660495
1045	330.3660495
1046	330.3660495
1047	330.3660495
1048	330.3660495
1049	330.3660495
1050	330.3660495
1051	330.3660495
1052	330.3660495
1053	330.3660495
1054	330.3660495
1055	330.3660495
1056	330.3660495
1057	330.3660495
1058	330.3660495
1059	330.3660495
1060	330.3660495
1061	330.3660495
1062	330.3660495
1063	330.3660495
1064	330.3660495
1065	330.3660495
1066	330.3660495
1067	330.3660495
1068	330.3660495
1069	330.3660495
1070	330.3660495
1071	330.3660495
1072	330.3660495
1073	330.3660495
1074	330.3660495
1075	330.3660495
1076	330.3660495
1077	330.3660495
1078	330.3660495
1079	330.3660495
1080	330.3660495
1081	330.3660495
1082	330.3660495
1083	330.3660495
1084	330.3660495
1085	330.3660495
1086	330.3660495
1087	330.3660495
1088	330.3660495
1089	330.3660495
1090	330.3660495
1091	330.3660495
1092	330.3660495
1093	330.3660495
1094	330.3660495
1095	330.3660495
1096	330.3660495
1097	330.3660495
1098	330.3660495
1099	330.3660495
1100	330.3660495
1101	330.3660495
1102	330.3660495
1103	330.3660495
1104	330.3660495
1105	330.3660495
1106	330.3660495
1107	330.3660495
1108	330.3660495
1109	330.3660495
1110	330.3660495
1111	330.3660495
1112	330.3660495
1113	330.3660495
1114	330.3660495
1115	330.3660495
1116	330.3660495
1117	330.3660495
1118	330.3660495
1119	330.3660495
1120	330.3660495
1121	330.3660495
1122	330.3660495
1123	330.3660495
1124	330.3660495
1125	330.3660495
1126	330.3660495
1127	330.3660495
1128	330.3660495
1129	330.3660495
1130	330.3660495
1131	330.3660495
1132	330.3660495
1133	330.3660495
1134	330.3660495
1135	330.3660495
1136	330.3660495
1137	330.3660495
1138	330.3660495
1139	330.3660495
1140	330.3660495
1141	330.3660495
1142	330.3660495
1143	330.3660495
1144	330.3660495
1145	330.3660495
1146	330.3660495
1147	330.3660495
1148	330.3660495
1149	330.3660495
1150	330.3660495
1151	330.3660495
1152	330.3660495
1153	330.3660495
1154	330.3660495
1155	330.3660495
1156	330.3660495
1157	330.3660495
1158	330.3660495
1159	330.3660495
1160	330.3660495
1161	330.3660495
1162	330.3660495
1163	330.3660495
1164	330.3660495
1165	330.3660495
1166	330.3660495
1167	330.3660495
1168	330.3660495
1169	330.3660495
1170	330.3660495
1171	330.3660495
1172	330.3660495
1173	330.3660495
1174	330.3660495
1175	330.3660495
1176	330.3660495
1177	330.3660495
1178	330.3660495
1179	330.3660495
1180	330.3660495
1181	330.3660495
1182	330.3660495
1183	330.3660495
1184	330.3660495
1185	330.3660495
1186	330.3660495
1187	330.3660495
1188	330.3660495
1189	330.3660495
1190	330.3660495
1191	330.3660495
1192	330.3660495
1193	330.3660495
1194	330.3660495
1195	330.3660495
1196	330.3660495
1197	330.3660495
1198	330.3660495
1199	330.3660495
1200	330.3660495
1201	330.3660495
1202	330.3660495
1203	330.3660495
1204	330.3660495
1205	330.3660495
1206	330.3660495
1207	330.3660495
1208	330.3660495
1209	330.3660495
1210	330.3660495
1211	330.3660495
1212	330.3660495
1213	330.3660495
1214	330.3660495
1215	330.3660495
1216	330.3660495
1217	330.3660495
1218	330.3660495
1219	330.3660495
1220	330.3660495
1221	330.3660495
1222	330.3660495
1223	330.3660495
1224	330.3660495
1225	330.3660495
1226	330.3660495
1227	330.3660495
1228	330.3660495
1229	330.3660495
1230	330.3660495
1231	330.3660495
1232	330.3660495
1233	330.3660495
1234	330.3660495
1235	330.3660495
1236	330.3660495
1237	330.3660495
1238	330.3660495
1239	330.3660495
1240	330.3660495
1241	330.3660495
1242	330.3660495
1243	330.3660495
1244	330.3660495
1245	330.3660495
1246	330.3660495
1247	330.3660495
1248	330.3660495
1249	330.3660495
1250	330.3660495
1251	330.3660495
1252	330.3660495
1253	330.3660495
1254	330.3660495
1255	330.3660495
1256	330.3660495
1257	330.3660495
1258	330.3660495
1259	330.3660495
1260	330.3660495
1261	330.3660495
1262	330.3660495
1263	330.3660495
1264	330.3660495
1265	330.3660495
1266	330.3660495
1267	330.3660495
1268	330.3660495
1269	330.3660495
1270	330.3660495
1271	330.3660495
1272	330.3660495
1273	330.3660495
1274	330.3660495
1275	330.3660495
1276	330.3660495
1277	330.3660495
1278	330.3660495
1279	330.3660495
1280	330.3660495
1281	330.3660495
1282	330.3660495
1283	330.3660495
1284	330.3660495
1285	330.3660495
1286	330.3660495
1287	330.3660495
1288	330.3660495
